quarter,location,Consumer Bankruptcies,Consumer Proposals,Corporate Bankruptcies,Corporate Proposals,Individual Business Bankruptcies,Individual Business Proposals
1987_Q1,AB,681,2,34,1,250,2
1987_Q1,BC,702,4,76,9,292,4
1987_Q1,CAN,6401,89,525,40,1585,17
1987_Q1,MB,277,3,6,1,68,1
1987_Q1,NB,71,2,3,0,17,1
1987_Q1,NL,85,0,7,0,11,0
1987_Q1,NS,270,1,10,0,56,1
1987_Q1,NT,0,0,0,0,0,0
1987_Q1,ON,2161,63,145,4,350,3
1987_Q1,PE,8,0,0,1,0,0
1987_Q1,QC,2003,12,235,24,455,5
1987_Q1,SK,143,2,9,0,86,0
1987_Q1,YT,0,0,0,0,0,0
1987_Q2,AB,681,3,26,1,228,0
1987_Q2,BC,722,4,41,4,302,4
1987_Q2,CAN,6092,72,468,37,1495,7
1987_Q2,MB,265,1,8,1,72,0
1987_Q2,NB,67,6,1,1,17,1
1987_Q2,NL,57,0,1,0,4,0
1987_Q2,NS,280,2,6,0,44,0
1987_Q2,NT,0,0,0,0,0,0
1987_Q2,ON,2036,49,115,9,309,0
1987_Q2,PE,9,0,0,0,3,0
1987_Q2,QC,1818,7,259,19,435,2
1987_Q2,SK,157,0,11,2,81,0
1987_Q2,YT,0,0,0,0,0,0
1987_Q3,AB,591,2,15,0,207,0
1987_Q3,BC,722,3,41,1,258,4
1987_Q3,CAN,5875,70,414,21,1349,9
1987_Q3,MB,253,4,3,0,61,1
1987_Q3,NB,35,4,1,0,10,1
1987_Q3,NL,52,1,3,1,10,0
1987_Q3,NS,195,2,5,0,40,0
1987_Q3,NT,0,0,0,0,0,0
1987_Q3,ON,1969,48,105,5,302,2
1987_Q3,PE,10,0,0,0,0,0
1987_Q3,QC,1899,6,235,14,381,1
1987_Q3,SK,149,0,6,0,80,0
1987_Q3,YT,0,0,0,0,0,0
1987_Q4,AB,736,4,28,0,229,0
1987_Q4,BC,748,6,44,1,235,2
1987_Q4,CAN,6068,68,554,36,1378,12
1987_Q4,MB,229,3,19,0,48,1
1987_Q4,NB,46,4,4,0,14,3
1987_Q4,NL,54,0,7,1,6,0
1987_Q4,NS,219,3,7,0,38,0
1987_Q4,NT,0,0,0,0,0,0
1987_Q4,ON,1866,41,122,10,292,2
1987_Q4,PE,0,0,1,0,1,0
1987_Q4,QC,1991,6,310,24,439,4
1987_Q4,SK,179,1,12,0,76,0
1987_Q4,YT,0,0,0,0,0,0
1988_Q1,AB,727,6,24,0,243,0
1988_Q1,BC,720,2,44,7,313,4
1988_Q1,CAN,6700,84,584,34,1627,15
1988_Q1,MB,264,3,13,1,57,2
1988_Q1,NB,63,5,5,0,12,1
1988_Q1,NL,56,0,9,1,11,0
1988_Q1,NS,279,3,13,1,34,1
1988_Q1,NT,0,0,0,0,0,0
1988_Q1,ON,1919,48,115,4,352,2
1988_Q1,PE,9,3,2,1,2,0
1988_Q1,QC,2463,14,347,19,481,5
1988_Q1,SK,200,0,12,0,122,0
1988_Q1,YT,0,0,0,0,0,0
1988_Q2,AB,669,2,22,0,208,3
1988_Q2,BC,680,1,37,1,269,7
1988_Q2,CAN,6345,78,497,21,1439,18
1988_Q2,MB,255,1,4,0,56,1
1988_Q2,NB,56,3,5,0,14,0
1988_Q2,NL,62,0,3,0,5,0
1988_Q2,NS,291,2,6,1,43,0
1988_Q2,NT,0,0,0,0,0,0
1988_Q2,ON,1852,60,113,5,316,2
1988_Q2,PE,11,0,1,0,0,0
1988_Q2,QC,2286,9,293,14,437,5
1988_Q2,SK,183,0,13,0,91,0
1988_Q2,YT,0,0,0,0,0,0
1988_Q3,AB,598,0,16,1,211,0
1988_Q3,BC,607,6,49,2,231,1
1988_Q3,CAN,6232,67,553,29,1435,10
1988_Q3,MB,255,4,7,0,62,1
1988_Q3,NB,50,0,5,1,20,0
1988_Q3,NL,55,0,1,0,7,0
1988_Q3,NS,270,2,14,0,37,1
1988_Q3,NT,0,0,0,0,0,0
1988_Q3,ON,1902,46,129,7,324,2
1988_Q3,PE,18,0,0,0,1,0
1988_Q3,QC,2272,9,323,18,429,5
1988_Q3,SK,205,0,9,0,113,0
1988_Q3,YT,0,0,0,0,0,0
1988_Q4,AB,557,1,34,3,229,0
1988_Q4,BC,551,3,34,5,216,4
1988_Q4,CAN,6546,96,629,39,1382,12
1988_Q4,MB,297,3,10,0,69,1
1988_Q4,NB,75,2,2,0,16,0
1988_Q4,NL,44,0,2,0,9,0
1988_Q4,NS,204,0,8,0,50,1
1988_Q4,NT,0,0,0,0,0,0
1988_Q4,ON,1854,82,137,9,272,1
1988_Q4,PE,15,0,0,0,3,0
1988_Q4,QC,2764,5,394,22,425,5
1988_Q4,SK,185,0,8,0,93,0
1988_Q4,YT,0,0,0,0,0,0
1989_Q1,AB,561,0,19,1,222,0
1989_Q1,BC,625,3,43,6,260,2
1989_Q1,CAN,6751,84,655,29,1530,10
1989_Q1,MB,309,1,15,1,69,0
1989_Q1,NB,56,5,5,0,19,1
1989_Q1,NL,32,0,3,0,8,0
1989_Q1,NS,217,2,10,1,75,0
1989_Q1,NT,0,0,0,0,0,0
1989_Q1,ON,1952,60,139,6,287,2
1989_Q1,PE,10,0,1,0,1,0
1989_Q1,QC,2765,13,411,14,462,4
1989_Q1,SK,224,0,9,0,127,1
1989_Q1,YT,0,0,0,0,0,0
1989_Q2,AB,657,1,31,2,246,0
1989_Q2,BC,574,4,33,7,271,2
1989_Q2,CAN,7094,69,594,42,1615,7
1989_Q2,MB,358,2,17,1,75,1
1989_Q2,NB,74,0,6,0,20,0
1989_Q2,NL,70,0,3,0,15,0
1989_Q2,NS,279,0,13,0,67,0
1989_Q2,NT,0,0,0,0,0,0
1989_Q2,ON,2188,57,129,8,288,1
1989_Q2,PE,6,0,0,0,2,0
1989_Q2,QC,2611,5,352,24,494,3
1989_Q2,SK,277,0,10,0,137,0
1989_Q2,YT,0,0,0,0,0,0
1989_Q3,AB,641,0,18,5,204,0
1989_Q3,BC,596,1,30,1,164,0
1989_Q3,CAN,7206,98,564,37,1402,9
1989_Q3,MB,385,1,9,2,86,0
1989_Q3,NB,61,3,1,0,16,0
1989_Q3,NL,75,0,3,0,11,1
1989_Q3,NS,299,0,11,1,51,2
1989_Q3,NT,0,0,0,0,0,0
1989_Q3,ON,2201,89,127,7,271,1
1989_Q3,PE,5,0,0,0,2,0
1989_Q3,QC,2688,4,351,21,487,5
1989_Q3,SK,255,0,14,0,110,0
1989_Q3,YT,0,0,0,0,0,0
1989_Q4,AB,749,4,24,1,224,0
1989_Q4,BC,626,7,32,3,219,0
1989_Q4,CAN,8104,107,694,56,1681,9
1989_Q4,MB,366,3,11,1,110,2
1989_Q4,NB,76,0,8,0,17,0
1989_Q4,NL,78,3,4,0,16,0
1989_Q4,NS,339,2,5,1,57,0
1989_Q4,NT,0,0,0,0,0,0
1989_Q4,ON,2529,74,172,12,273,3
1989_Q4,PE,6,0,0,0,0,0
1989_Q4,QC,3079,13,421,38,633,4
1989_Q4,SK,255,1,17,0,131,0
1989_Q4,YT,1,0,0,0,1,0
1990_Q1,AB,768,2,27,0,260,1
1990_Q1,BC,653,6,41,4,246,6
1990_Q1,CAN,8826,132,781,63,1868,13
1990_Q1,MB,375,2,13,0,83,0
1990_Q1,NB,104,3,4,0,31,2
1990_Q1,NL,93,0,5,1,7,0
1990_Q1,NS,360,1,12,3,73,0
1990_Q1,NT,0,0,0,0,0,0
1990_Q1,ON,2983,110,201,16,324,1
1990_Q1,PE,5,0,0,0,2,0
1990_Q1,QC,3199,8,460,39,671,2
1990_Q1,SK,280,0,18,0,170,1
1990_Q1,YT,6,0,0,0,1,0
1990_Q2,AB,865,1,26,2,224,0
1990_Q2,BC,697,4,54,10,231,8
1990_Q2,CAN,9533,130,805,66,1920,19
1990_Q2,MB,444,3,7,0,87,3
1990_Q2,NB,118,1,6,0,24,0
1990_Q2,NL,119,0,4,1,12,0
1990_Q2,NS,432,1,21,0,108,0
1990_Q2,NT,0,0,0,0,0,0
1990_Q2,ON,3469,107,212,12,461,2
1990_Q2,PE,9,0,0,0,7,0
1990_Q2,QC,3059,13,463,41,612,6
1990_Q2,SK,321,0,12,0,154,0
1990_Q2,YT,0,0,0,0,0,0
1990_Q3,AB,1034,1,37,0,228,1
1990_Q3,BC,765,3,36,3,235,2
1990_Q3,CAN,10802,116,846,44,2049,20
1990_Q3,MB,484,5,16,2,93,2
1990_Q3,NB,103,2,6,0,26,0
1990_Q3,NL,102,0,4,1,37,0
1990_Q3,NS,355,2,15,0,131,0
1990_Q3,NT,0,0,0,0,0,0
1990_Q3,ON,4268,89,236,9,509,5
1990_Q3,PE,16,0,1,0,3,0
1990_Q3,QC,3327,14,474,29,682,10
1990_Q3,SK,348,0,21,0,105,0
1990_Q3,YT,0,0,0,0,0,0
1990_Q4,AB,1114,1,49,1,275,3
1990_Q4,BC,946,12,48,5,274,4
1990_Q4,CAN,13579,206,987,72,2460,19
1990_Q4,MB,585,7,7,1,108,0
1990_Q4,NB,109,1,7,0,43,0
1990_Q4,NL,138,0,4,0,19,0
1990_Q4,NS,424,2,15,0,115,0
1990_Q4,NT,0,0,0,0,0,0
1990_Q4,ON,5511,171,265,9,703,2
1990_Q4,PE,16,0,0,0,5,0
1990_Q4,QC,4344,11,579,55,785,10
1990_Q4,SK,390,0,13,0,127,0
1990_Q4,YT,2,1,0,1,6,0
1991_Q1,AB,1301,1,51,2,327,0
1991_Q1,BC,1034,4,40,9,342,7
1991_Q1,CAN,14964,229,987,62,2712,41
1991_Q1,MB,621,7,12,1,108,1
1991_Q1,NB,153,4,5,0,49,0
1991_Q1,NL,179,0,11,0,22,0
1991_Q1,NS,473,1,28,2,144,1
1991_Q1,NT,1,0,1,0,0,0
1991_Q1,ON,6037,178,261,13,764,11
1991_Q1,PE,12,0,2,0,0,0
1991_Q1,QC,4718,32,563,34,789,21
1991_Q1,SK,435,2,13,1,167,0
1991_Q1,YT,0,0,0,0,0,0
1991_Q2,AB,1390,3,54,1,279,1
1991_Q2,BC,1206,3,47,3,239,9
1991_Q2,CAN,15629,255,962,49,2354,26
1991_Q2,MB,594,3,9,1,83,0
1991_Q2,NB,132,3,12,1,36,0
1991_Q2,NL,202,0,4,0,19,0
1991_Q2,NS,619,2,13,0,130,1
1991_Q2,NT,3,0,0,0,1,0
1991_Q2,ON,6628,221,227,9,669,8
1991_Q2,PE,16,0,1,0,11,0
1991_Q2,QC,4437,19,580,34,744,7
1991_Q2,SK,397,1,15,0,143,0
1991_Q2,YT,5,0,0,0,0,0
1991_Q3,AB,1370,2,40,1,270,0
1991_Q3,BC,1101,7,38,2,275,1
1991_Q3,CAN,15276,227,790,46,2296,19
1991_Q3,MB,665,6,13,1,73,0
1991_Q3,NB,124,8,5,0,51,1
1991_Q3,NL,170,0,6,0,42,0
1991_Q3,NS,551,0,7,1,131,1
1991_Q3,NT,2,0,0,0,0,0
1991_Q3,ON,6413,187,170,15,622,5
1991_Q3,PE,10,0,1,0,1,0
1991_Q3,QC,4479,17,499,26,706,9
1991_Q3,SK,389,0,11,0,124,2
1991_Q3,YT,2,0,0,0,1,0
1991_Q4,AB,1449,3,45,1,243,0
1991_Q4,BC,1104,2,45,2,266,6
1991_Q4,CAN,16164,270,935,36,2532,23
1991_Q4,MB,690,8,14,2,102,2
1991_Q4,NB,112,4,7,1,63,0
1991_Q4,NL,129,0,4,0,43,0
1991_Q4,NS,541,3,10,0,201,1
1991_Q4,NT,4,0,0,1,1,0
1991_Q4,ON,7057,223,202,5,727,6
1991_Q4,PE,15,0,0,0,9,0
1991_Q4,QC,4678,27,601,24,771,7
1991_Q4,SK,385,0,7,0,106,1
1991_Q4,YT,0,0,0,0,0,0
1992_Q1,AB,1633,1,50,2,283,1
1992_Q1,BC,1344,15,49,5,265,0
1992_Q1,CAN,16636,270,999,42,2729,22
1992_Q1,MB,628,2,13,0,94,2
1992_Q1,NB,123,0,13,1,72,0
1992_Q1,NL,168,0,0,0,44,0
1992_Q1,NS,506,0,19,0,230,2
1992_Q1,NT,5,0,0,0,2,0
1992_Q1,ON,7231,233,257,7,801,9
1992_Q1,PE,6,0,1,0,7,0
1992_Q1,QC,4528,19,587,27,802,8
1992_Q1,SK,464,0,10,0,129,0
1992_Q1,YT,0,0,0,0,0,0
1992_Q2,AB,1475,1,50,0,353,2
1992_Q2,BC,1310,21,43,4,220,4
1992_Q2,CAN,15635,285,881,33,2769,24
1992_Q2,MB,663,2,7,0,71,0
1992_Q2,NB,159,0,11,0,69,0
1992_Q2,NL,189,0,6,0,36,0
1992_Q2,NS,543,1,15,0,181,2
1992_Q2,NT,2,0,0,0,3,0
1992_Q2,ON,6959,228,225,3,824,7
1992_Q2,PE,23,0,3,0,7,0
1992_Q2,QC,3891,31,509,26,865,9
1992_Q2,SK,421,1,12,0,140,0
1992_Q2,YT,0,0,0,0,0,0
1992_Q3,AB,1399,4,42,0,345,0
1992_Q3,BC,1125,12,43,6,209,4
1992_Q3,CAN,14659,208,829,46,2677,24
1992_Q3,MB,608,7,5,2,54,2
1992_Q3,NB,135,1,8,1,62,1
1992_Q3,NL,156,0,5,0,36,0
1992_Q3,NS,441,1,18,1,182,1
1992_Q3,NT,1,0,0,0,2,0
1992_Q3,ON,6535,158,172,10,945,4
1992_Q3,PE,9,0,1,0,10,0
1992_Q3,QC,3916,25,525,26,720,12
1992_Q3,SK,334,0,10,0,112,0
1992_Q3,YT,0,0,0,0,0,0
1992_Q4,AB,1429,14,57,2,291,2
1992_Q4,BC,1091,18,48,9,180,4
1992_Q4,CAN,14657,293,924,82,2571,41
1992_Q4,MB,647,13,15,2,80,4
1992_Q4,NB,116,1,5,0,59,0
1992_Q4,NL,132,1,4,0,41,0
1992_Q4,NS,359,2,15,3,172,0
1992_Q4,NT,4,0,0,0,1,0
1992_Q4,ON,6232,201,195,22,843,13
1992_Q4,PE,15,0,1,0,9,0
1992_Q4,QC,4289,42,568,43,794,16
1992_Q4,SK,343,1,16,1,101,2
1992_Q4,YT,0,0,0,0,0,0
1993_Q1,AB,1499,53,48,3,328,6
1993_Q1,BC,1055,18,42,13,208,11
1993_Q1,CAN,14433,530,976,140,2587,89
1993_Q1,MB,653,21,15,2,67,6
1993_Q1,NB,105,1,7,1,53,3
1993_Q1,NL,127,2,3,3,38,1
1993_Q1,NS,365,8,13,6,176,10
1993_Q1,NT,8,0,0,1,2,0
1993_Q1,ON,6030,337,269,34,899,28
1993_Q1,PE,12,0,0,0,7,1
1993_Q1,QC,4248,79,570,71,694,19
1993_Q1,SK,331,11,9,6,115,4
1993_Q1,YT,0,0,0,0,0,0
1993_Q2,AB,1353,75,40,5,305,15
1993_Q2,BC,1110,15,36,7,202,2
1993_Q2,CAN,13811,549,810,131,2295,75
1993_Q2,MB,614,26,17,2,42,1
1993_Q2,NB,131,7,12,0,33,2
1993_Q2,NL,143,5,4,3,25,0
1993_Q2,NS,454,13,9,2,133,5
1993_Q2,NT,1,1,0,0,0,0
1993_Q2,ON,5946,333,204,28,811,27
1993_Q2,PE,15,0,1,0,6,0
1993_Q2,QC,3697,60,477,81,633,21
1993_Q2,SK,347,14,10,3,105,2
1993_Q2,YT,0,0,0,0,0,0
1993_Q3,AB,1231,100,53,5,320,13
1993_Q3,BC,948,26,30,4,159,2
1993_Q3,CAN,12808,567,738,116,2021,66
1993_Q3,MB,591,26,16,3,44,0
1993_Q3,NB,116,7,6,1,34,0
1993_Q3,NL,133,12,3,1,25,0
1993_Q3,NS,391,32,12,2,82,4
1993_Q3,NT,3,0,1,0,1,0
1993_Q3,ON,5387,293,198,35,683,22
1993_Q3,PE,20,0,1,0,5,0
1993_Q3,QC,3742,60,411,65,578,21
1993_Q3,SK,246,11,7,0,90,4
1993_Q3,YT,0,0,0,0,0,0
1993_Q4,AB,1258,76,40,4,338,11
1993_Q4,BC,944,27,31,6,150,2
1993_Q4,CAN,13387,533,849,179,2164,89
1993_Q4,MB,507,38,12,1,51,3
1993_Q4,NB,113,2,4,2,48,4
1993_Q4,NL,119,4,2,2,39,0
1993_Q4,NS,380,29,11,2,95,6
1993_Q4,NT,4,1,0,1,4,2
1993_Q4,ON,5716,274,215,42,708,27
1993_Q4,PE,4,0,0,0,17,1
1993_Q4,QC,4059,66,529,118,651,31
1993_Q4,SK,282,16,5,1,62,2
1993_Q4,YT,1,0,0,0,1,0
1994_Q1,AB,1459,67,40,8,408,23
1994_Q1,BC,1168,29,38,7,146,5
1994_Q1,CAN,13457,583,851,138,2158,100
1994_Q1,MB,537,51,16,3,51,4
1994_Q1,NB,90,3,10,4,41,3
1994_Q1,NL,158,0,1,0,44,0
1994_Q1,NS,372,51,15,1,91,6
1994_Q1,NT,7,0,0,0,1,0
1994_Q1,ON,5358,283,215,29,666,21
1994_Q1,PE,13,0,2,0,8,0
1994_Q1,QC,3990,79,500,85,588,31
1994_Q1,SK,302,20,14,1,113,7
1994_Q1,YT,3,0,0,0,1,0
1994_Q2,AB,1511,61,52,6,373,14
1994_Q2,BC,1053,29,30,7,163,4
1994_Q2,CAN,13508,621,763,133,2136,68
1994_Q2,MB,562,37,11,0,45,2
1994_Q2,NB,111,5,11,2,56,0
1994_Q2,NL,185,2,4,2,29,0
1994_Q2,NS,377,40,12,2,142,7
1994_Q2,NT,7,6,1,0,0,0
1994_Q2,ON,5502,313,204,25,677,13
1994_Q2,PE,10,0,0,0,11,0
1994_Q2,QC,3857,103,431,88,562,24
1994_Q2,SK,329,25,7,1,77,4
1994_Q2,YT,4,0,0,0,1,0
1994_Q3,AB,1531,60,43,5,280,16
1994_Q3,BC,953,29,22,7,178,4
1994_Q3,CAN,13262,569,665,121,1865,72
1994_Q3,MB,567,35,7,1,44,0
1994_Q3,NB,127,5,7,0,34,0
1994_Q3,NL,155,3,5,0,25,1
1994_Q3,NS,383,37,8,0,98,7
1994_Q3,NT,2,0,0,0,2,0
1994_Q3,ON,5308,302,165,28,548,16
1994_Q3,PE,15,0,0,0,7,0
1994_Q3,QC,3912,86,402,79,562,25
1994_Q3,SK,309,11,6,1,87,3
1994_Q3,YT,0,1,0,0,0,0
1994_Q4,AB,1450,58,51,5,334,18
1994_Q4,BC,977,37,37,12,190,13
1994_Q4,CAN,13311,527,837,139,2115,80
1994_Q4,MB,572,34,8,1,38,0
1994_Q4,NB,112,0,11,5,31,1
1994_Q4,NL,182,4,7,0,17,0
1994_Q4,NS,380,42,12,1,112,8
1994_Q4,NT,3,2,0,0,2,0
1994_Q4,ON,5099,254,179,19,647,12
1994_Q4,PE,10,0,1,0,14,0
1994_Q4,QC,4222,78,525,96,635,26
1994_Q4,SK,301,18,6,0,94,2
1994_Q4,YT,3,0,0,0,1,0
1995_Q1,AB,1897,54,54,12,469,13
1995_Q1,BC,1119,38,48,8,189,8
1995_Q1,CAN,14993,656,861,154,2392,103
1995_Q1,MB,628,59,4,1,36,5
1995_Q1,NB,95,7,9,1,43,2
1995_Q1,NL,168,4,5,4,49,1
1995_Q1,NS,433,44,16,1,110,13
1995_Q1,NT,4,1,0,0,4,0
1995_Q1,ON,5547,323,176,28,719,17
1995_Q1,PE,15,0,2,0,9,2
1995_Q1,QC,4737,101,534,98,671,38
1995_Q1,SK,347,25,13,1,93,4
1995_Q1,YT,3,0,0,0,0,0
1995_Q2,AB,2013,61,50,11,469,19
1995_Q2,BC,1138,46,37,11,179,5
1995_Q2,CAN,16159,727,825,156,2364,72
1995_Q2,MB,635,55,8,2,48,3
1995_Q2,NB,128,6,16,1,62,0
1995_Q2,NL,200,3,3,0,49,1
1995_Q2,NS,454,43,15,2,132,10
1995_Q2,NT,6,2,0,1,2,1
1995_Q2,ON,6157,345,173,26,676,10
1995_Q2,PE,17,0,1,0,9,0
1995_Q2,QC,5028,137,517,99,658,20
1995_Q2,SK,375,26,5,3,80,3
1995_Q2,YT,8,3,0,0,0,0
1995_Q3,AB,2045,48,44,7,449,17
1995_Q3,BC,1182,51,50,7,184,6
1995_Q3,CAN,16675,676,808,147,2161,79
1995_Q3,MB,628,66,8,1,49,2
1995_Q3,NB,129,3,9,1,53,4
1995_Q3,NL,182,9,0,1,33,0
1995_Q3,NS,455,49,7,3,98,7
1995_Q3,NT,4,0,1,0,1,0
1995_Q3,ON,6279,321,178,34,568,24
1995_Q3,PE,22,0,0,0,7,1
1995_Q3,QC,5365,107,504,91,636,14
1995_Q3,SK,383,22,7,1,83,4
1995_Q3,YT,1,0,0,1,0,0
1995_Q4,AB,2192,56,63,18,526,18
1995_Q4,BC,1290,66,44,11,209,5
1995_Q4,CAN,17505,767,914,167,2494,104
1995_Q4,MB,605,66,8,2,46,3
1995_Q4,NB,146,7,17,0,52,0
1995_Q4,NL,191,19,2,1,36,2
1995_Q4,NS,377,47,8,2,148,8
1995_Q4,NT,6,1,0,0,2,0
1995_Q4,ON,6606,337,195,38,634,35
1995_Q4,PE,12,1,1,0,10,2
1995_Q4,QC,5677,143,570,94,753,25
1995_Q4,SK,400,24,6,1,72,6
1995_Q4,YT,3,0,0,0,6,0
1996_Q1,AB,2483,78,51,20,546,16
1996_Q1,BC,1516,73,37,17,223,11
1996_Q1,CAN,19262,842,1078,187,2746,100
1996_Q1,MB,674,75,10,0,62,4
1996_Q1,NB,181,2,13,2,62,3
1996_Q1,NL,181,3,5,3,32,2
1996_Q1,NS,535,77,18,3,142,7
1996_Q1,NT,12,0,1,0,3,0
1996_Q1,ON,6933,346,232,27,671,20
1996_Q1,PE,16,0,0,0,19,0
1996_Q1,QC,6271,145,696,115,878,33
1996_Q1,SK,459,43,15,0,107,4
1996_Q1,YT,1,0,0,0,1,0
1996_Q2,AB,2408,62,50,12,524,40
1996_Q2,BC,1732,102,30,8,219,9
1996_Q2,CAN,20098,938,881,203,2562,148
1996_Q2,MB,745,70,6,3,70,3
1996_Q2,NB,178,7,16,9,79,4
1996_Q2,NL,221,1,3,1,48,0
1996_Q2,NS,552,160,14,1,153,14
1996_Q2,NT,8,1,1,0,5,0
1996_Q2,ON,7786,349,190,33,597,34
1996_Q2,PE,27,1,0,0,17,0
1996_Q2,QC,5985,133,564,134,754,37
1996_Q2,SK,447,52,7,2,93,7
1996_Q2,YT,9,0,0,0,3,0
1996_Q3,AB,2474,69,47,8,332,16
1996_Q3,BC,1522,100,38,13,154,6
1996_Q3,CAN,19249,922,883,163,2274,96
1996_Q3,MB,642,64,7,0,62,1
1996_Q3,NB,198,4,8,1,72,3
1996_Q3,NL,227,3,4,0,70,0
1996_Q3,NS,478,199,11,1,157,7
1996_Q3,NT,8,0,0,0,2,0
1996_Q3,ON,7264,312,178,27,597,24
1996_Q3,PE,13,3,2,0,11,1
1996_Q3,QC,5960,126,583,112,720,32
1996_Q3,SK,455,42,5,1,94,6
1996_Q3,YT,8,0,0,0,3,0
1996_Q4,AB,2561,78,45,18,348,19
1996_Q4,BC,1661,118,33,15,175,12
1996_Q4,CAN,20895,1030,823,209,2352,115
1996_Q4,MB,703,55,6,1,69,4
1996_Q4,NB,239,5,16,1,77,2
1996_Q4,NL,198,3,0,0,38,2
1996_Q4,NS,465,201,5,1,155,13
1996_Q4,NT,8,2,0,0,2,1
1996_Q4,ON,7958,344,169,41,735,31
1996_Q4,PE,21,0,0,0,6,2
1996_Q4,QC,6629,192,542,129,662,25
1996_Q4,SK,441,31,7,3,85,4
1996_Q4,YT,11,1,0,0,0,0
1997_Q1,AB,2769,83,57,8,359,25
1997_Q1,BC,1885,125,38,17,215,13
1997_Q1,CAN,21143,1157,905,193,2424,111
1997_Q1,MB,658,54,9,0,64,2
1997_Q1,NB,302,7,10,1,76,1
1997_Q1,NL,220,0,1,2,47,0
1997_Q1,NS,589,202,14,3,190,10
1997_Q1,NT,19,1,0,1,4,0
1997_Q1,ON,7475,405,212,28,721,23
1997_Q1,PE,29,2,2,0,14,0
1997_Q1,QC,6647,204,554,132,639,31
1997_Q1,SK,540,74,8,1,93,6
1997_Q1,YT,10,0,0,0,2,0
1997_Q2,AB,2654,93,49,7,367,28
1997_Q2,BC,2003,118,33,4,221,10
1997_Q2,CAN,23223,1347,767,186,2464,135
1997_Q2,MB,706,39,10,1,64,0
1997_Q2,NB,279,4,2,6,88,2
1997_Q2,NL,306,0,2,0,26,1
1997_Q2,NS,712,225,9,2,173,16
1997_Q2,NT,16,0,1,2,6,0
1997_Q2,ON,8867,534,180,49,672,36
1997_Q2,PE,31,2,0,1,12,0
1997_Q2,QC,7161,272,479,114,737,41
1997_Q2,SK,472,60,2,0,97,1
1997_Q2,YT,16,0,0,0,1,0
1997_Q3,AB,2394,89,36,3,303,15
1997_Q3,BC,1851,140,29,13,142,8
1997_Q3,CAN,21694,1283,695,164,2115,91
1997_Q3,MB,750,54,9,2,64,4
1997_Q3,NB,335,6,3,0,80,2
1997_Q3,NL,266,2,2,0,52,0
1997_Q3,NS,559,177,8,1,143,6
1997_Q3,NT,13,4,0,3,6,0
1997_Q3,ON,8225,509,148,47,616,25
1997_Q3,PE,21,0,0,0,26,1
1997_Q3,QC,6833,244,458,95,592,19
1997_Q3,SK,442,58,2,0,90,11
1997_Q3,YT,5,0,0,0,1,0
1997_Q4,AB,2100,116,31,9,261,31
1997_Q4,BC,1618,120,41,23,179,9
1997_Q4,CAN,19174,1356,749,194,2073,138
1997_Q4,MB,657,53,6,3,66,1
1997_Q4,NB,245,14,8,2,63,2
1997_Q4,NL,276,7,3,0,41,0
1997_Q4,NS,563,172,5,1,124,8
1997_Q4,NT,18,0,0,1,0,1
1997_Q4,ON,7021,488,153,35,628,40
1997_Q4,PE,22,0,0,0,20,0
1997_Q4,QC,6307,332,496,119,633,32
1997_Q4,SK,341,54,6,1,58,12
1997_Q4,YT,6,0,0,0,0,2
1998_Q1,AB,2187,132,37,11,332,15
1998_Q1,BC,1658,113,41,9,165,3
1998_Q1,CAN,19166,1542,762,149,2124,135
1998_Q1,MB,635,57,11,1,58,5
1998_Q1,NB,290,6,10,0,63,2
1998_Q1,NL,293,2,2,0,57,0
1998_Q1,NS,611,172,6,2,113,8
1998_Q1,NT,15,2,1,2,2,1
1998_Q1,ON,7001,620,162,32,616,42
1998_Q1,PE,37,2,2,0,5,0
1998_Q1,QC,5973,373,485,90,602,34
1998_Q1,SK,453,62,5,2,110,25
1998_Q1,YT,13,1,0,0,1,0
1998_Q2,AB,2206,162,28,8,300,32
1998_Q2,BC,2108,163,36,11,226,20
1998_Q2,CAN,21096,1853,662,175,2059,162
1998_Q2,MB,636,47,8,1,68,4
1998_Q2,NB,293,17,10,2,54,4
1998_Q2,NL,396,7,1,1,21,0
1998_Q2,NS,759,182,9,1,77,12
1998_Q2,NT,12,2,0,0,2,1
1998_Q2,ON,7601,763,155,40,619,43
1998_Q2,PE,40,3,1,0,3,1
1998_Q2,QC,6608,438,410,111,586,34
1998_Q2,SK,425,68,4,0,103,11
1998_Q2,YT,12,1,0,0,0,0
1998_Q3,AB,1880,135,39,8,289,27
1998_Q3,BC,1752,135,36,12,253,15
1998_Q3,CAN,17447,1920,602,173,1886,157
1998_Q3,MB,600,65,7,1,40,7
1998_Q3,NB,240,9,6,2,46,3
1998_Q3,NL,264,4,3,0,16,0
1998_Q3,NS,622,135,6,3,56,4
1998_Q3,NT,12,1,0,0,1,0
1998_Q3,ON,5845,776,109,36,621,55
1998_Q3,PE,39,1,1,0,8,0
1998_Q3,QC,5826,588,385,111,454,40
1998_Q3,SK,361,71,10,0,101,6
1998_Q3,YT,6,0,0,0,1,0
1998_Q4,AB,1836,117,34,5,290,26
1998_Q4,BC,1804,119,27,28,249,22
1998_Q4,CAN,17714,2118,734,201,1966,177
1998_Q4,MB,551,54,16,1,58,2
1998_Q4,NB,283,9,9,2,41,6
1998_Q4,NL,226,8,2,0,16,1
1998_Q4,NS,602,144,9,0,69,5
1998_Q4,NT,10,2,0,0,0,0
